gene_name	gene_id	genome_id	start	stop	strand
K03414	JAEUOZ010000019.1_25	JAEUOZ010000019.1	22435	23073	1
K06204	NZ_JAIUDQ010000001.1_242	NZ_JAIUDQ010000001.1	255344	255760	1
K02967	NZ_JABBPK010000001.1_1985	NZ_JABBPK010000001.1	2148376	2149077	1
K03801	JALHQO010000011.1_58	JALHQO010000011.1	48487	49095	1
K03411	NZ_CP047602.1_1444	NZ_CP047602.1	1445950	1446438	-1
K03602	NZ_JAHZST010000017.1_85	NZ_JAHZST010000017.1	105344	105583	-1
K03408	NZ_SAWZ01000003.1_370	NZ_SAWZ01000003.1	440452	440931	-1
K01940	NZ_JALJWF010000001.1_483	NZ_JALJWF010000001.1	545581	546798	-1
K01465	JABXHG010000181.1_24	JABXHG010000181.1	27472	28503	1
K03581	SVFK01000004.1_127	SVFK01000004.1	149932	152172	-1
K00566	NZ_CXWE01000005.1_589	NZ_CXWE01000005.1	621887	623065	1
K06313	NZ_CP071182.1_2951	NZ_CP071182.1	3082611	3083930	-1
K02423	NZ_SWDW01000016.1_66	NZ_SWDW01000016.1	63950	64243	-1
K04096	NZ_SZPR01000031.1_102	NZ_SZPR01000031.1	130940	132109	-1
K09808	NZ_NOIN01000001.1_460	NZ_NOIN01000001.1	522890	524140	-1
K02413	NZ_QDKO01000042.1_20	NZ_QDKO01000042.1	22008	22457	1
K03683	OU461276.1_3009	OU461276.1	3328297	3328965	-1
K03088	NZ_CP061379.1_1570	NZ_CP061379.1	1672712	1673410	1
K01939	JAJYHP010000193.1_2	JAJYHP010000193.1	404	1666	1
K20976	NZ_BPFX01000007.1_263	NZ_BPFX01000007.1	285639	285989	-1
K20978	NZ_SSBS01000001.1_836	NZ_SSBS01000001.1	944073	944378	1
K21603	JAEZBZ010000258.1_2	JAEZBZ010000258.1	738	1409	1
K03733	NZ_CABEGA010000019.1_10	NZ_CABEGA010000019.1	9252	10139	-1
K06949	CP088294.1_1582	CP088294.1	1791511	1792281	-1
K09667	CAMDLT010000038.1_14	CAMDLT010000038.1	12041	13696	-1
K06886	JABXYP010000001.1_2692	JABXYP010000001.1	2891991	2892413	1
K01126	NZ_JACSPZ010000004.1_76	NZ_JACSPZ010000004.1	59073	59801	-1
K02414	JACRHT010000013.1_24	JACRHT010000013.1	21451	23346	-1
K02390	CAMAYO010000049.1_1	CAMAYO010000049.1	2	817	1
K03667	JAJTBL010000089.1_5	JAJTBL010000089.1	4014	5381	-1
K00344	NZ_MDEN01000055.1_133	NZ_MDEN01000055.1	138433	139410	1
K03181	NZ_NIVQ01000022.1_35	NZ_NIVQ01000022.1	30167	30721	1
K03529	JAGWZB010000046.1_17	JAGWZB010000046.1	13377	17036	1
K06213	SHYS01000001.1_78	SHYS01000001.1	62222	63562	1
K00945	NZ_JAMBOI010000002.1_188	NZ_JAMBOI010000002.1	194578	195255	-1
K02529	JALFBM010000025.1_15	JALFBM010000025.1	16021	17040	-1
K02913	JAAVZU010000043.1_23	JAAVZU010000043.1	20779	20928	-1
K03151	AAZW01000011.1_3	AAZW01000011.1	2763	4211	-1
K12132	JAGRAO010000268.1_1	JAGRAO010000268.1	1	909	-1
K07126	NZ_CP028942.1_628	NZ_CP028942.1	602224	602817	1
K13590	CAJXOJ010000002.1_69	CAJXOJ010000002.1	79615	80634	-1
K21420	JAATGP010000009.1_13	JAATGP010000009.1	11541	12278	-1
K00997	NZ_KB894592.1_41	NZ_KB894592.1	42393	42833	-1
K00946	NVWO01000006.1_18	NVWO01000006.1	13839	14828	-1
K03220	NZ_WHOY01000031.1_3382	NZ_WHOY01000031.1	3552449	3553348	-1
K04487	NZ_CP007201.1_2998	NZ_CP007201.1	2879774	2880964	-1
K03702	NZ_BDUF01000064.1_56	NZ_BDUF01000064.1	54270	56291	-1
K01873	JAAUZE010000006.1_21	JAAUZE010000006.1	28259	30922	1
K03111	NZ_VKDF01000005.1_182	NZ_VKDF01000005.1	193624	194145	-1
K02441	NZ_VOLS01000042.1_24	NZ_VOLS01000042.1	30394	31260	1
K15894	JACRAU010000023.1_162	JACRAU010000023.1	178266	179273	1
K02621	NZ_CAJPVI010000078.1_3	NZ_CAJPVI010000078.1	1465	3807	-1
K13292	JAMPCJ010000002.1_285	JAMPCJ010000002.1	325705	326676	1
K00995	JACRET010000001.1_55	JACRET010000001.1	60533	61105	-1
K07056	JADFDI010000001.1_450	JADFDI010000001.1	567143	567823	1
K03704	NZ_JMLS01000022.1_95	NZ_JMLS01000022.1	95232	95489	1
K07814	JAABSR010000041.1_6	JAABSR010000041.1	4230	6056	-1
K09898	NZ_JAEKEZ010000010.1_380	NZ_JAEKEZ010000010.1	418089	418316	1
K00942	JAIOQL010000261.1_3	JAIOQL010000261.1	455	1021	1
K03797	NZ_FTMS01000007.1_79	NZ_FTMS01000007.1	89790	91187	1
K00278	NZ_AP025592.1_1977	NZ_AP025592.1	2211269	2212867	1
K03530	NZ_QBAW01000005.1_124	NZ_QBAW01000005.1	120291	120575	1
K12573	JADLCF010000105.1_6	JADLCF010000105.1	5206	7611	1
K02622	NZ_CAJPUX010000001.1_760	NZ_CAJPUX010000001.1	816446	818503	1
K01662	JANTGV010000003.1_14	JANTGV010000003.1	12895	14715	1
K14742	SXRI01000176.1_8	SXRI01000176.1	6313	7038	1
K03688	NZ_JAHTBK010000001.1_3168	NZ_JAHTBK010000001.1	3136072	3137535	-1
K06168	NZ_JAJOZU010000001.1_144	NZ_JAJOZU010000001.1	158549	159943	-1
K03723	JAILHD010000048.1_19	JAILHD010000048.1	19089	22733	-1
K21087	NZ_BCTK01000008.1_213	NZ_BCTK01000008.1	231127	231930	1
K04053	CAIPNM010000454.1_22	CAIPNM010000454.1	19491	19934	-1
K03413	NZ_SMBU01000009.1_141	NZ_SMBU01000009.1	149096	149488	1
K03412	JAGGWL010000056.1_6	JAGGWL010000056.1	4002	4562	-1
K03406	NZ_CP024628.1_211	NZ_CP024628.1	229314	230744	1
K04061	JAJFJE010000331.1_4	JAJFJE010000331.1	1730	2062	-1
K00928	JABDCL010000001.1_240	JABDCL010000001.1	251736	252971	-1
K03569	JAAYPO010000038.1_11	JAAYPO010000038.1	16153	17184	1
K02341	JAFOCU010000102.1_3	JAFOCU010000102.1	1145	2152	1
K03415	NZ_NRSK01000008.1_42	NZ_NRSK01000008.1	44256	45182	-1
K10942	NC_014541.1_1034	NC_014541.1	1135361	1136392	1
K03496	CALZHW010000030.1_25	CALZHW010000030.1	25587	26381	1
K13584	DBAY01000036.1_5	DBAY01000036.1	3323	4054	1
K03706	NC_010556.1_1898	NC_010556.1	1841328	1842107	-1
K01872	NZ_NRJH01000023.1_78	NZ_NRJH01000023.1	83503	86166	-1
K00575	PMIH01000272.1_15	PMIH01000272.1	13207	14058	1
K02391	NZ_OMPS01000003.1_193	NZ_OMPS01000003.1	199327	199866	1
K03407	JADGHH010000147.1_9	JADGHH010000147.1	6634	8469	1
K02242	QXWO01000023.1_57	QXWO01000023.1	60816	61526	-1
K13587	NZ_PYVW01000031.1_20	NZ_PYVW01000031.1	15851	18424	1
K02397	NZ_JABCJE010000001.1_707	NZ_JABCJE010000001.1	695700	696668	1
K03414	NZ_CP038469.1_1389	NZ_CP038469.1	1463737	1464387	-1
K06204	NZ_HE997542.1_117	NZ_HE997542.1	131716	132132	1
K02967	NZ_NEWK01000002.1_666	NZ_NEWK01000002.1	678361	679068	-1
K03801	NZ_LMHC01000023.1_259	NZ_LMHC01000023.1	318556	319281	1
K03411	NC_014220.1_992	NC_014220.1	1012553	1013041	1
K03602	NZ_AQGQ01000099.1_14	NZ_AQGQ01000099.1	12106	12354	1
K03408	VGJW01000015.1_66	VGJW01000015.1	58679	59161	1
K01940	NZ_UUON01000048.1_199	NZ_UUON01000048.1	210997	212214	-1
K01465	CALZHT010000031.1_66	CALZHT010000031.1	64014	65312	1
K03581	JAEZJW010000014.1_10	JAEZJW010000014.1	7031	9247	-1
K00566	NZ_CP018789.1_1361	NZ_CP018789.1	1377296	1378312	-1
K06313	NZ_SUND01000010.1_57	NZ_SUND01000010.1	49609	50958	1
K02423	JAHDBV010000028.1_6	JAHDBV010000028.1	3612	4094	-1
K04096	NZ_JABBXF010000063.1_28	NZ_JABBXF010000063.1	28855	30036	1
K09808	DRHT01000051.1_81	DRHT01000051.1	77525	78769	-1
K02413	NZ_MWLK01000009.1_67	NZ_MWLK01000009.1	72602	73090	1
K03683	NZ_LS483250.1_1307	NZ_LS483250.1	1470545	1471246	1
K03088	CAJXUS010000083.1_17	CAJXUS010000083.1	16232	16849	1
K01939	JAABSR010000005.1_27	JAABSR010000005.1	30798	32054	1
K20976	NZ_JAFGYY010000032.1_48	NZ_JAFGYY010000032.1	43248	43589	-1
K20978	NZ_CP077085.1_1652	NZ_CP077085.1	1874781	1875083	1
K21603	NZ_CP050296.1_1617	NZ_CP050296.1	1591718	1592386	1
K03733	NZ_VEGH01000007.1_63	NZ_VEGH01000007.1	74621	75508	1
K06949	CALZAE010000023.1_19	CALZAE010000023.1	25115	26146	1
K09667	NZ_WKJZ01000002.1_139	NZ_WKJZ01000002.1	136486	139308	-1
K06886	NZ_JAIQDB010000001.1_773	NZ_JAIQDB010000001.1	777456	777872	1
K01126	NZ_VOBI01000004.1_312	NZ_VOBI01000004.1	320449	321171	1
K02414	JAGDVP010000012.1_59	JAGDVP010000012.1	57933	59240	-1
K02390	JAAWHL010000039.1_6	JAAWHL010000039.1	3405	4619	-1
K03667	JAHHQG010000024.1_32	JAHHQG010000024.1	27415	28800	1
K00344	NZ_NEJP01000021.1_52	NZ_NEJP01000021.1	53108	54085	1
K03181	NZ_AUGM01000011.1_75	NZ_AUGM01000011.1	80408	80929	1
K03529	JAHBWY010000003.1_209	JAHBWY010000003.1	254518	258348	-1
K06213	NZ_AQGQ01000018.1_16	NZ_AQGQ01000018.1	17425	18765	-1
K00945	NZ_KI543236.1_1377	NZ_KI543236.1	1372466	1373143	-1
K02529	NZ_KI543236.1_1826	NZ_KI543236.1	1817072	1818067	-1
K02913	JALEWA010000200.1_6	JALEWA010000200.1	3285	3434	-1
K03151	CAJWBY010000083.1_16	CAJWBY010000083.1	15775	17229	-1
K12132	CAMCWV010000013.1_16	CAMCWV010000013.1	16246	17856	1
K07126	JAIELO010000412.1_7	JAIELO010000412.1	9889	11484	-1
K13590	JAJFKP010000038.1_102	JAJFKP010000038.1	110629	111750	-1
K21420	NZ_JAJONA010000001.1_4097	NZ_JAJONA010000001.1	3821333	3822100	-1
K00997	ONQI01000058.1_5	ONQI01000058.1	3145	3492	1
K00946	JAATGN010000296.1_2	JAATGN010000296.1	617	1603	-1
K03220	NZ_JAIWPT010000018.1_11	NZ_JAIWPT010000018.1	9212	10480	1
K04487	QNZC01000038.1_21	QNZC01000038.1	16355	17482	-1
K03702	NZ_CP009283.1_5770	NZ_CP009283.1	6699909	6701900	-1
K01873	NZ_MLAO01000013.1_32	NZ_MLAO01000013.1	28508	31174	1
K03111	NZ_FQXC01000004.1_63	NZ_FQXC01000004.1	69029	69529	1
K02441	PGZF01000003.1_273	PGZF01000003.1	296848	297678	1
K15894	DDHL01000066.1_20	DDHL01000066.1	18519	19508	1
K02621	NZ_CABPSN010000004.1_261	NZ_CABPSN010000004.1	281845	284181	1
K13292	DGGQ01000107.1_54	DGGQ01000107.1	63255	64286	1
K00995	QMLK01000093.1_4	QMLK01000093.1	2051	2599	-1
K07056	CADBBB010000048.1_26	CADBBB010000048.1	24347	25045	1
K03704	CAHJWM010000016.1_74	CAHJWM010000016.1	89785	89982	1
K07814	JAIKYU010000149.1_23	JAIKYU010000149.1	26377	27498	1
K09898	NZ_BLJG01000129.1_3	NZ_BLJG01000129.1	3190	3417	1
K00942	JAFLRN010000073.1_4	JAFLRN010000073.1	4391	4993	1
K03797	JAGCTZ010000182.1_30	JAGCTZ010000182.1	33794	35260	-1
K00278	NZ_JAAEAH010000034.1_51	NZ_JAAEAH010000034.1	69984	71573	1
K03530	CAIRQL010000225.1_22	CAIRQL010000225.1	22299	22592	-1
K12573	NZ_CP047656.1_1703	NZ_CP047656.1	2010126	2012558	-1
K02622	JADIXX010000006.1_239	JADIXX010000006.1	244434	246434	-1
K01662	JACXUG010000043.1_1	JACXUG010000043.1	1	1665	-1
K14742	JAFUDX010000012.1_34	JAFUDX010000012.1	52288	52971	-1
K03688	NZ_JAGGJP010000003.1_28	NZ_JAGGJP010000003.1	34183	35709	1
K06168	NZ_AVCK01000004.1_51	NZ_AVCK01000004.1	55055	56407	-1
K03723	JAFZLJ010000025.1_44	JAFZLJ010000025.1	54728	58303	1
K21087	OMRF01000117.1_5	OMRF01000117.1	5492	6256	1
K04053	NZ_JACDTY010000017.1_119	NZ_JACDTY010000017.1	126489	126920	-1
K03413	NZ_FNQR01000013.1_77	NZ_FNQR01000013.1	81789	82151	-1
K03412	NZ_CAUI01000023.1_346	NZ_CAUI01000023.1	371908	372912	1
K03406	NZ_VIQT01000010.1_24	NZ_VIQT01000010.1	22754	24514	-1
K04061	JABJOR010000247.1_7	JABJOR010000247.1	4810	5229	-1
K00928	NZ_JANUCT010000006.1_105	NZ_JANUCT010000006.1	114141	115373	-1
K03569	DFDU01000077.1_5	DFDU01000077.1	4170	5159	-1
K02341	JAFZRD010000094.1_6	JAFZRD010000094.1	3768	4766	1
K03415	NZ_JACJUD010000004.1_43	NZ_JACJUD010000004.1	47625	48557	1
K10942	NZ_JABVXF010000040.1_31	NZ_JABVXF010000040.1	29632	30744	-1
K03496	NZ_CP039543.1_1638	NZ_CP039543.1	1829744	1830622	1
K13584	NZ_RQIH01000022.1_88	NZ_RQIH01000022.1	85896	86597	1
K03706	NZ_PIJG01000001.1_57	NZ_PIJG01000001.1	55574	56353	1
K01872	NZ_JABULX010000001.1_38	NZ_JABULX010000001.1	32798	35410	-1
K00575	JABSOJ010000058.1_5	JABSOJ010000058.1	3228	4052	1
K02391	PQAQ01000217.1_1	PQAQ01000217.1	1	318	1
K03407	NZ_SRHZ01000042.1_35	NZ_SRHZ01000042.1	45752	47578	-1
K02242	KE159630.1_41	KE159630.1	56038	56766	1
K13587	JAJFHX010000037.1_88	JAJFHX010000037.1	100633	103227	1
K02397	CP006992.1_717	CP006992.1	761887	763680	1
K03414	JAGODZ010000013.1_15	JAGODZ010000013.1	15403	16056	1
K06204	JAHEJE010000067.1_4	JAHEJE010000067.1	3206	3622	1
K02967	NZ_FNWW01000003.1_336	NZ_FNWW01000003.1	322363	323100	1
K03801	NZ_CP049199.1_2882	NZ_CP049199.1	3152672	3153427	1
K03411	NZ_NPFA01000002.1_315	NZ_NPFA01000002.1	290913	291416	1
K03602	NZ_RCUA01000021.1_140	NZ_RCUA01000021.1	140818	141066	-1
K03408	JADJBX010000003.1_105	JADJBX010000003.1	100899	101426	-1
K01940	JABSRA010000013.1_33	JABSRA010000013.1	42144	43370	-1
K01465	JAAELM010000161.1_14	JAAELM010000161.1	13716	14762	1
K03581	CALZHV010000010.1_16	CALZHV010000010.1	14080	16404	-1
K00566	NZ_JAFCMB010000001.1_925	NZ_JAFCMB010000001.1	990850	992049	1
K06313	NC_017668.1_2241	NC_017668.1	2285971	2287302	-1
K02423	SIAN01000012.1_25	SIAN01000012.1	31553	31927	-1
K04096	NZ_QZWF01000012.1_133	NZ_QZWF01000012.1	128004	129161	1
K09808	NZ_VRKW01000001.1_192	NZ_VRKW01000001.1	215571	216806	-1
K02413	JAACTC010000009.1_179	JAACTC010000009.1	190179	190565	-1
K03683	DDLV01000043.1_27	DDLV01000043.1	19869	20483	-1
K03088	JAEZHK010000020.1_62	JAEZHK010000020.1	68694	69164	1
K01939	JADGDK010000087.1_6	JADGDK010000087.1	6532	7785	1
K20976	NZ_JACVAI010000001.1_706	NZ_JACVAI010000001.1	773062	773430	-1
K20978	NZ_BQHY01000012.1_113	NZ_BQHY01000012.1	113875	114180	-1
K21603	NZ_CP084752.1_1121	NZ_CP084752.1	1122934	1123608	-1
K03733	CAIQNH010000134.1_41	CAIQNH010000134.1	38950	39888	1
K06949	JAJPKG010000491.1_1	JAJPKG010000491.1	2	883	-1
K09667	JACRIL010000102.1_64	JACRIL010000102.1	70690	74031	1
K06886	CADBNU010000342.1_2	CADBNU010000342.1	1687	2097	-1
K01126	NZ_RCUA01000034.1_35	NZ_RCUA01000034.1	41090	42091	-1
K02414	NZ_AWZV01000030.1_10	NZ_AWZV01000030.1	9083	10522	1
K02390	CAJTYK010000026.1_2	CAJTYK010000026.1	282	1565	-1
K03667	PUMD01000111.1_27	PUMD01000111.1	22076	23149	-1
K00344	NZ_UTHA01000001.1_332	NZ_UTHA01000001.1	362481	363458	1
K03181	AAZW01000085.1_12	AAZW01000085.1	13583	14086	-1
K03529	CP070678.1_3473	CP070678.1	4546016	4549597	-1
K06213	JAGXQU010000024.1_17	JAGXQU010000024.1	13684	15099	1
K00945	NZ_JAMBOK010000001.1_481	NZ_JAMBOK010000001.1	481064	481741	1
K02529	JAEUHE010000193.1_19	JAEUHE010000193.1	32838	33878	1
K02913	JAAUZC010000010.1_87	JAAUZC010000010.1	86906	87085	1
K03151	NZ_CP080421.1_1097	NZ_CP080421.1	1243475	1244929	1
K12132	JAFPTG010000001.1_8	JAFPTG010000001.1	4706	6652	1
K07126	CAJWVZ010000002.1_74	CAJWVZ010000002.1	82548	83279	1
K13590	WSYA01000093.1_2	WSYA01000093.1	233	1897	-1
K21420	DNGD01000029.1_2	DNGD01000029.1	549	1277	1
K00997	JAFLSB010000029.1_16	JAFLSB010000029.1	12348	12734	-1
K00946	WLWZ01000007.1_147	WLWZ01000007.1	131794	132786	-1
K03220	NZ_FPBO01000040.1_42	NZ_FPBO01000040.1	55583	56815	1
K04487	JANLHC010000312.1_1	JANLHC010000312.1	3	1802	1
K03702	NZ_MPVN01000004.1_501	NZ_MPVN01000004.1	563769	565763	1
K01873	NZ_LR027880.1_822	NZ_LR027880.1	904613	907276	1
K03111	NZ_CP039965.1_404	NZ_CP039965.1	407958	408467	1
K02441	NZ_JAAUWV010000005.1_105	NZ_JAAUWV010000005.1	126131	126958	-1
K15894	NZ_MNAN01000028.1_123	NZ_MNAN01000028.1	130235	131236	-1
K02621	JAJZFS010000037.1_35	JAJZFS010000037.1	34339	36594	1
K13292	DGTW01000192.1_16	DGTW01000192.1	17164	18150	-1
K00995	JACABD010000023.1_13	JACABD010000023.1	23236	23838	-1
K07056	JAFGIM010000015.1_11	JAFGIM010000015.1	10958	11671	-1
K03704	DUSU01000047.1_60	DUSU01000047.1	61744	61944	-1
K07814	JAFSBX010000071.1_114	JAFSBX010000071.1	130210	131349	-1
K09898	NZ_BQID01000008.1_154	NZ_BQID01000008.1	173715	173942	1
K00942	NZ_RQGG01000050.1_35	NZ_RQGG01000050.1	33890	34447	1
K03797	CAJOPJ010000104.1_6	CAJOPJ010000104.1	5652	6848	1
K00278	CAADGK010000056.1_44	CAADGK010000056.1	43630	45264	1
K03530	SHVM01000080.1_15	SHVM01000080.1	9863	10171	-1
K12573	NZ_PFXK01000009.1_121	NZ_PFXK01000009.1	125546	128023	1
K02622	NZ_CP038635.1_2321	NZ_CP038635.1	2543464	2545641	-1
K01662	CAJPMA010000006.1_10	CAJPMA010000006.1	11531	13363	-1
K14742	JADJOF010000001.1_617	JADJOF010000001.1	569597	570301	-1
K03688	JAGQRU010000112.1_2	JAGQRU010000112.1	130	1656	1
K06168	NZ_NIXK01000002.1_311	NZ_NIXK01000002.1	301200	302786	-1
K03723	WQZG01000002.1_53	WQZG01000002.1	69718	73173	1
K21087	NZ_CALSFU010000008.1_17	NZ_CALSFU010000008.1	14045	14842	-1
K04053	NZ_SHKW01000001.1_3758	NZ_SHKW01000001.1	4247187	4247789	1
K03413	JACXUD010000131.1_5	JACXUD010000131.1	3236	3589	1
K03412	NZ_JAHLPM010000004.1_201	NZ_JAHLPM010000004.1	169662	170711	-1
K03406	NZ_CP015207.1_2711	NZ_CP015207.1	2796832	2798799	-1
K04061	NZ_AUCF01000013.1_39	NZ_AUCF01000013.1	38910	39293	-1
K00928	JAASTL010000114.1_3	JAASTL010000114.1	2715	3944	-1
K03569	JAFSYD010000302.1_2	JAFSYD010000302.1	848	1849	1
K02341	NZ_NSEA01000010.1_50	NZ_NSEA01000010.1	47476	48483	-1
K03415	NZ_AQGQ01000018.1_31	NZ_AQGQ01000018.1	30905	31816	-1
K10942	NZ_JACAPG010000020.1_37	NZ_JACAPG010000020.1	33558	34772	-1
K03496	QHXX01000022.1_70	QHXX01000022.1	71736	72482	-1
K13584	JAAYUA010000178.1_3	JAAYUA010000178.1	1815	2549	1
K03706	NZ_JACSQO010000001.1_230	NZ_JACSQO010000001.1	208111	208890	-1
K01872	NC_017259.1_363	NC_017259.1	422186	424819	1
K00575	JAGMDK010000589.1_2	JAGMDK010000589.1	1330	2979	1
K02391	NZ_LZGM01000089.1_26	NZ_LZGM01000089.1	24745	25500	1
K03407	JAGTRX010000011.1_30	JAGTRX010000011.1	33321	35258	-1
K02242	NZ_FNIZ01000003.1_176	NZ_FNIZ01000003.1	195029	195589	1
K13587	NZ_LR732816.1_861	NZ_LR732816.1	885671	887719	-1
K02397	ONTX01000270.1_1	ONTX01000270.1	3	1076	1
K03414	CALNWY010000044.1_6	CALNWY010000044.1	5183	5827	1
K06204	NZ_CP048630.1_3611	NZ_CP048630.1	3887899	3888315	1
K02967	CAIQPS010000030.1_83	CAIQPS010000030.1	85279	86250	1
K03801	JAJFIM010000346.1_8	JAJFIM010000346.1	5934	6620	1
K03411	NZ_CP042593.1_1926	NZ_CP042593.1	2112342	2112839	1
K03602	NZ_JAGDFX010000002.1_153	NZ_JAGDFX010000002.1	161373	161618	-1
K03408	NZ_KK366004.1_328	NZ_KK366004.1	357702	358097	1
K01940	NZ_JAGSOY010000006.1_10	NZ_JAGSOY010000006.1	9268	10482	1
K01465	NZ_ALJC01000107.1_78	NZ_ALJC01000107.1	80276	81322	-1
K03581	CACYLQ010000140.1_8	CACYLQ010000140.1	6863	9091	1
K00566	URRM01000034.1_5	URRM01000034.1	2739	3845	1
K06313	NZ_CP041969.1_5438	NZ_CP041969.1	5878038	5879393	1
K02423	NZ_QKSI01000009.1_70	NZ_QKSI01000009.1	68238	68549	-1
K04096	NZ_JAELVH010000028.1_17	NZ_JAELVH010000028.1	12879	14156	1
K09808	NZ_MINI01000038.1_1853	NZ_MINI01000038.1	2023087	2024337	1
K02413	NZ_JAGGML010000001.1_1801	NZ_JAGGML010000001.1	1882136	1882537	-1
K03683	NZ_JAJHVV010000001.1_528	NZ_JAJHVV010000001.1	588026	588673	1
K03088	NZ_LLYB01000121.1_5	NZ_LLYB01000121.1	2852	3397	-1
K01939	JAJFUN010000149.1_16	JAJFUN010000149.1	17795	19075	1
K20976	NZ_MUNM01000078.1_164	NZ_MUNM01000078.1	177577	177924	1
K20978	NZ_JABWRD020000001.1_101	NZ_JABWRD020000001.1	114156	114461	1
K21603	NZ_JAGGJV010000012.1_118	NZ_JAGGJV010000012.1	122854	123525	1
K03733	NZ_AUBJ02000001.1_4656	NZ_AUBJ02000001.1	5672722	5673816	1
K06949	NZ_NKHL01000119.1_148	NZ_NKHL01000119.1	200031	201062	-1
K09667	NZ_LODL01000021.1_590	NZ_LODL01000021.1	622734	625112	-1
K06886	NZ_AP013294.1_1835	NZ_AP013294.1	1894713	1895105	-1
K01126	NZ_LT985980.1_675	NZ_LT985980.1	703107	703823	-1
K02414	JAFEBA010000058.1_1	JAFEBA010000058.1	2	2026	1
K02390	JACRLM010000022.1_8	JACRLM010000022.1	4990	5757	-1
K03667	JAKSTH010000111.1_6	JAKSTH010000111.1	4087	5544	-1
K00344	JRMB01000002.1_1426	JRMB01000002.1	1612466	1613443	1
K03181	CAJWBY010000065.1_8	CAJWBY010000065.1	5936	6523	1
K03529	JAKVBG010000015.1_17	JAKVBG010000015.1	18856	22491	-1
K06213	NZ_JAAAMT010000015.1_20	NZ_JAAAMT010000015.1	21720	23162	1
K00945	CAJYMC010000007.1_553	CAJYMC010000007.1	551825	552499	1
K02529	NZ_JAMBOL010000011.1_60	NZ_JAMBOL010000011.1	60076	61077	1
K02913	JAETQI010000036.1_21	JAETQI010000036.1	27159	27308	1
K03151	AP025476.1_2372	AP025476.1	2744944	2746392	-1
K12132	JADJQX010000007.1_707	JADJQX010000007.1	806754	808205	1
K07126	CP048620.1_2397	CP048620.1	2614913	2615509	-1
K13590	PFGT01000014.1_11	PFGT01000014.1	6843	8459	1
K21420	CAMAOY010000120.1_2	CAMAOY010000120.1	656	1408	1
K00997	JAILCJ010000222.1_7	JAILCJ010000222.1	5359	5715	1
K00946	NZ_ANHY01000006.1_320	NZ_ANHY01000006.1	346432	347460	-1
K03220	NZ_JADDUM010000027.1_40	NZ_JADDUM010000027.1	47454	48362	1
K04487	NZ_LN831198.1_3901	NZ_LN831198.1	4054653	4055798	-1
K03702	NZ_CP009241.1_6251	NZ_CP009241.1	7039868	7041859	-1
K01873	KE159563.1_270	KE159563.1	279669	282320	-1
K03111	NZ_LGHS01000065.1_4	NZ_LGHS01000065.1	2191	2700	-1
K02441	NZ_ABGR01000027.1_16	NZ_ABGR01000027.1	16077	16916	-1
K15894	NZ_JABSOD010000005.1_181	NZ_JABSOD010000005.1	191572	192573	1
K02621	JACUTY010000012.1_46	JACUTY010000012.1	41311	43539	-1
K13292	NZCE01000016.1_19	NZCE01000016.1	17849	18853	1
K00995	RZZR01000005.1_35	RZZR01000005.1	32304	32846	-1
K07056	JAAAOH010000022.1_4	JAAAOH010000022.1	2400	3080	1
K03704	NZ_JABMKY010000015.1_50	NZ_JABMKY010000015.1	63945	64142	-1
K07814	CAJTZH010000040.1_13	CAJTZH010000040.1	17953	19056	-1
K09898	NZ_LT629702.1_2357	NZ_LT629702.1	2759492	2759719	1
K00942	CAJTZN010000040.1_25	CAJTZN010000040.1	27757	28356	1
K03797	NZ_FOXU01000014.1_15	NZ_FOXU01000014.1	14303	15676	-1
K00278	WIAF01000001.1_170	WIAF01000001.1	171196	172866	-1
K03530	NZFT01000051.1_16	NZFT01000051.1	18401	18709	1
K12573	NZ_JAMKMR010000002.1_170	NZ_JAMKMR010000002.1	184966	187425	1
K02622	JAHLFE010000017.1_45	JAHLFE010000017.1	59112	61031	1
K01662	JAADDG010000219.1_3	JAADDG010000219.1	913	2748	-1
K14742	JAFGHN010000323.1_10	JAFGHN010000323.1	8784	9464	-1
K03688	NZ_PJON01000002.1_609	NZ_PJON01000002.1	613711	615243	-1
K06168	CAKSZY010000010.1_51	CAKSZY010000010.1	61571	62911	1
K03723	JAMLIH010000012.1_28	JAMLIH010000012.1	41860	45357	1
K21087	JADIYD010000012.1_207	JADIYD010000012.1	220597	221391	1
K04053	JAFVCI010000002.1_3	JAFVCI010000002.1	638	1060	1
K03413	JAESTY010000229.1_29	JAESTY010000229.1	25860	26249	-1
K03412	NZ_JAKZAI010000011.1_102	NZ_JAKZAI010000011.1	113158	114306	1
K03406	NZ_CP091716.1_1170	NZ_CP091716.1	1283091	1285745	-1
K04061	NZ_JACSKY010000005.1_104	NZ_JACSKY010000005.1	115446	115736	1
K00928	JADKCI010000006.1_156	JADKCI010000006.1	161572	162795	1
K03569	NZ_AP019400.1_5568	NZ_AP019400.1	6335644	6336642	-1
K02341	JAFZQY010000019.1_6	JAFZQY010000019.1	6025	7017	1
K03415	NZ_PJCF01000001.1_242	NZ_PJCF01000001.1	264575	265498	-1
K10942	NZ_WOBR01000004.1_35	NZ_WOBR01000004.1	34606	35667	1
K03496	JABHGC010000231.1_2	JABHGC010000231.1	223	1005	-1
K13584	NZ_CP019966.1_1603	NZ_CP019966.1	1751258	1751959	-1
K03706	UQXF01000019.1_22	UQXF01000019.1	17025	17798	-1
